,SLX.13007.i701_i502,SLX.13007.i701_i503
ENSMUSG00000093178,0,0
ENSMUSG00000093424,15,25
ENSMUSG00000093445,0,1
ENSMUSG00000093465,5,2
ENSMUSG00000093483,13,4
ENSMUSG00000093514,10,2
ENSMUSG00000093559,1,8
ENSMUSG00000093565,4,1
ENSMUSG00000093587,5,8
ENSMUSG00000093594,29,19
ENSMUSG00000093606,9,7
ENSMUSG00000093656,5,0
ENSMUSG00000093661,46,28
ENSMUSG00000093668,6,4
ENSMUSG00000093674,520,357
ENSMUSG00000093695,0,1
ENSMUSG00000093726,6,5
ENSMUSG00000093765,0,1
ENSMUSG00000093803,47,36
ENSMUSG00000093858,3,2
ENSMUSG00000093896,4,6
ENSMUSG00000093904,171,84
ENSMUSG00000093930,158,119
ENSMUSG00000094051,1,1
ENSMUSG00000094075,1,0
ENSMUSG00000094090,5,3
ENSMUSG00000094091,0,0
ENSMUSG00000094124,2,7
ENSMUSG00000094241,6,0
ENSMUSG00000094257,4,0
ENSMUSG00000094410,3,3
ENSMUSG00000094441,9,1
ENSMUSG00000094483,224,190
ENSMUSG00000094546,5,3
ENSMUSG00000094595,8,1
ENSMUSG00000094689,3,0
ENSMUSG00000094796,2,6
ENSMUSG00000094870,116,98
ENSMUSG00000094936,31,17
ENSMUSG00000094955,48,21
ENSMUSG00000095041,66,58
ENSMUSG00000095098,18,21
ENSMUSG00000095115,19,25
ENSMUSG00000095123,19,15
ENSMUSG00000095127,1,0
ENSMUSG00000095134,3,3
ENSMUSG00000095193,8,1
ENSMUSG00000095200,11,9
ENSMUSG00000095253,17,9
ENSMUSG00000095288,5,0
ENSMUSG00000095325,15,9
ENSMUSG00000095332,32,25
ENSMUSG00000095362,6,4
ENSMUSG00000095432,27,17
ENSMUSG00000095562,39,22
ENSMUSG00000095567,406,335
ENSMUSG00000095597,8,4
ENSMUSG00000095651,6,10
ENSMUSG00000095677,19,15
ENSMUSG00000095742,19,27
ENSMUSG00000095812,1,2
ENSMUSG00000095889,0,1
ENSMUSG00000095990,5,3
ENSMUSG00000096006,0,4
ENSMUSG00000096010,9,2
ENSMUSG00000096020,1,0
ENSMUSG00000096054,62,73
ENSMUSG00000096145,22,33
ENSMUSG00000096188,23,9
ENSMUSG00000096199,22,17
ENSMUSG00000096210,49,48
ENSMUSG00000096255,18,20
ENSMUSG00000096326,2,0
ENSMUSG00000096351,0,1
ENSMUSG00000096370,3,1
ENSMUSG00000096433,23,5
ENSMUSG00000096440,5,1
ENSMUSG00000096452,20,13
ENSMUSG00000096472,76,75
ENSMUSG00000096499,2,1
ENSMUSG00000096672,0,0
ENSMUSG00000096687,13,11
ENSMUSG00000096727,625,460
ENSMUSG00000096740,33,13
ENSMUSG00000096751,8,4
ENSMUSG00000096768,47,38
ENSMUSG00000096780,9,14
ENSMUSG00000096910,14,8
ENSMUSG00000096916,24,11
ENSMUSG00000096917,0,6
ENSMUSG00000096926,7,2
ENSMUSG00000096929,2,3
ENSMUSG00000096935,4,0
ENSMUSG00000096937,5,0
ENSMUSG00000096942,3,4
ENSMUSG00000096945,6,0
ENSMUSG00000096954,12,10
ENSMUSG00000096965,0,4
ENSMUSG00000096975,0,4
ENSMUSG00000096981,8,0
ENSMUSG00000096986,11,11
ENSMUSG00000096988,14,1
ENSMUSG00000096991,6,6
ENSMUSG00000096996,16,12
ENSMUSG00000097000,10,10
ENSMUSG00000097006,6,1
ENSMUSG00000097008,10,3
ENSMUSG00000097011,7,1
ENSMUSG00000097025,0,1
ENSMUSG00000097035,5,3
ENSMUSG00000097039,57,13
ENSMUSG00000097042,11,9
ENSMUSG00000097047,1,3
ENSMUSG00000097048,36,18
ENSMUSG00000097051,1,6
ENSMUSG00000097057,0,0
ENSMUSG00000097059,6,5
ENSMUSG00000097061,10,2
ENSMUSG00000097062,2,10
ENSMUSG00000097075,2,0
ENSMUSG00000097077,5,3
ENSMUSG00000097080,19,5
ENSMUSG00000097090,22,10
ENSMUSG00000097101,13,2
ENSMUSG00000097109,22,16
ENSMUSG00000097119,51,18
ENSMUSG00000097121,17,3
ENSMUSG00000097122,6,1
ENSMUSG00000097128,1,1
ENSMUSG00000097131,1,1
ENSMUSG00000097136,23,13
ENSMUSG00000097138,11,1
ENSMUSG00000097141,8,0
ENSMUSG00000097145,20,21
ENSMUSG00000097147,5,4
ENSMUSG00000097151,10,7
ENSMUSG00000097154,13,20
ENSMUSG00000097158,6,0
ENSMUSG00000097160,1,1
ENSMUSG00000097164,47,26
ENSMUSG00000097170,1,1
ENSMUSG00000097174,11,1
ENSMUSG00000097177,26,17
ENSMUSG00000097180,24,13
ENSMUSG00000097193,5,4
ENSMUSG00000097194,16,24
ENSMUSG00000097195,136,70
ENSMUSG00000097204,3,0
ENSMUSG00000097207,8,1
ENSMUSG00000097228,6,9
ENSMUSG00000097231,4,6
ENSMUSG00000097233,6,3
ENSMUSG00000097234,36,17
ENSMUSG00000097242,31,9
ENSMUSG00000097245,0,1
ENSMUSG00000097246,13,3
ENSMUSG00000097258,13,2
ENSMUSG00000097275,6,0
ENSMUSG00000097277,9,2
ENSMUSG00000097284,4,11
ENSMUSG00000097287,4,3
ENSMUSG00000097290,1,2
ENSMUSG00000097295,12,6
ENSMUSG00000097296,8,4
ENSMUSG00000097303,7,4
ENSMUSG00000097318,12,3
ENSMUSG00000097320,12,6
ENSMUSG00000097321,3,0
ENSMUSG00000097325,35,21
ENSMUSG00000097327,16,2
ENSMUSG00000097328,2,3
ENSMUSG00000097329,0,3
ENSMUSG00000097331,5,3
ENSMUSG00000097333,51,43
ENSMUSG00000097335,10,2
ENSMUSG00000097343,3,4
ENSMUSG00000097347,9,4
ENSMUSG00000097350,1,0
ENSMUSG00000097352,74,48
ENSMUSG00000097353,8,24
ENSMUSG00000097354,5,5
ENSMUSG00000097365,44,27
ENSMUSG00000097375,14,7
ENSMUSG00000097378,9,5
ENSMUSG00000097379,8,5
ENSMUSG00000097380,7,6
ENSMUSG00000097388,2,0
ENSMUSG00000097390,0,2
ENSMUSG00000097392,34,18
ENSMUSG00000097397,2,3
ENSMUSG00000097402,7,1
ENSMUSG00000097403,2,4
ENSMUSG00000097410,4,0
ENSMUSG00000097412,17,12
ENSMUSG00000097415,292,256
ENSMUSG00000097423,7,0
ENSMUSG00000097429,12,8
ENSMUSG00000097431,18,7
ENSMUSG00000097442,0,0
ENSMUSG00000097445,4,0
ENSMUSG00000097466,0,0
ENSMUSG00000097471,51,24
ENSMUSG00000097493,13,8
ENSMUSG00000097497,7,3
ENSMUSG00000097503,2,0
ENSMUSG00000097518,11,4
ENSMUSG00000097519,7,6
ENSMUSG00000097526,9,2
ENSMUSG00000097532,5,0
ENSMUSG00000097534,0,3
ENSMUSG00000097536,8,1
ENSMUSG00000097537,11,5
ENSMUSG00000097546,4,4
ENSMUSG00000097559,0,0
ENSMUSG00000097567,4,15
ENSMUSG00000097571,20,15
ENSMUSG00000097574,11,4
ENSMUSG00000097577,3,1
ENSMUSG00000097578,1,0
ENSMUSG00000097579,0,3
ENSMUSG00000097583,9,15
ENSMUSG00000097586,4,2
ENSMUSG00000097589,72,57
ENSMUSG00000097616,14,2
ENSMUSG00000097620,3,0
ENSMUSG00000097636,39,13
ENSMUSG00000097641,0,4
ENSMUSG00000097643,5,7
ENSMUSG00000097660,5,6
ENSMUSG00000097664,1,2
ENSMUSG00000097665,4,1
ENSMUSG00000097667,2,3
ENSMUSG00000097672,0,4
ENSMUSG00000097703,24,39
ENSMUSG00000097705,37,17
ENSMUSG00000097707,23,35
ENSMUSG00000097715,18,1
ENSMUSG00000097722,2,5
ENSMUSG00000097732,5,3
ENSMUSG00000097737,1,3
ENSMUSG00000097743,2,4
ENSMUSG00000097747,4,1
ENSMUSG00000097750,2,1
ENSMUSG00000097754,2,2
ENSMUSG00000097755,6,5
ENSMUSG00000097760,4,3
ENSMUSG00000097762,12,7
ENSMUSG00000097769,138,79
ENSMUSG00000097772,24,24
ENSMUSG00000097777,5,2
ENSMUSG00000097779,13,12
ENSMUSG00000097785,5,2
ENSMUSG00000097793,7,2
ENSMUSG00000097797,9,12
ENSMUSG00000097805,2,0
ENSMUSG00000097820,4,1
ENSMUSG00000097828,3,2
ENSMUSG00000097835,2,1
ENSMUSG00000097838,10,11
ENSMUSG00000097848,9,4
ENSMUSG00000097860,18,4
ENSMUSG00000097876,3,3
ENSMUSG00000097882,5,0
ENSMUSG00000097885,5,5
ENSMUSG00000097889,6,3
ENSMUSG00000097906,21,17
ENSMUSG00000097908,77,47
ENSMUSG00000097917,8,3
ENSMUSG00000097923,1,0
ENSMUSG00000097944,4,2
ENSMUSG00000097971,29382,32278
ENSMUSG00000097993,47,26
ENSMUSG00000097994,9,11
ENSMUSG00000098021,1,3
ENSMUSG00000098028,1,2
ENSMUSG00000098041,14,6
ENSMUSG00000098045,3,1
ENSMUSG00000098055,13,15
ENSMUSG00000098090,57,51
ENSMUSG00000098101,4,2
ENSMUSG00000098112,286,238
ENSMUSG00000098120,5,0
ENSMUSG00000098134,68,54
ENSMUSG00000098175,12,7
ENSMUSG00000098176,34,17
ENSMUSG00000098183,7,3
ENSMUSG00000098198,1,0
ENSMUSG00000098206,30,19
ENSMUSG00000098234,71,66
ENSMUSG00000098243,20,14
ENSMUSG00000098274,1,3
ENSMUSG00000098275,2,0
ENSMUSG00000098308,4,4
ENSMUSG00000098318,68,47
ENSMUSG00000098332,43,16
ENSMUSG00000098374,2,5
ENSMUSG00000098397,4,0
ENSMUSG00000098439,11,11
ENSMUSG00000098557,118,82
ENSMUSG00000098645,2,3
ENSMUSG00000098702,9,9
ENSMUSG00000098761,5,7
ENSMUSG00000098905,20,8
ENSMUSG00000098912,9,20
ENSMUSG00000098923,104,74
ENSMUSG00000098973,8075,10399
ENSMUSG00000099083,173,128
ENSMUSG00000099137,13,2
ENSMUSG00000099244,6,0
ENSMUSG00000099375,0,3
ENSMUSG00000099419,1,0
ENSMUSG00000099471,4,10
ENSMUSG00000099478,5,21
ENSMUSG00000099481,22,40
ENSMUSG00000099492,16,11
ENSMUSG00000099517,2,7
ENSMUSG00000099583,4,3
ENSMUSG00000099616,1,0
ENSMUSG00000099632,4,0
ENSMUSG00000099655,3,0
ENSMUSG00000099681,1,4
ENSMUSG00000099689,4,0
ENSMUSG00000099703,2,1
ENSMUSG00000099708,8,9
ENSMUSG00000099746,7,3
ENSMUSG00000099757,5,3
ENSMUSG00000099764,24,17
ENSMUSG00000099843,2,4
ENSMUSG00000099858,0,0
ENSMUSG00000099879,3,4
ENSMUSG00000099881,35,19
ENSMUSG00000099966,29,7
ENSMUSG00000100017,0,6
ENSMUSG00000100127,1,0
ENSMUSG00000100153,5,1
ENSMUSG00000100164,10,11
ENSMUSG00000100182,4,4
ENSMUSG00000100199,6,6
ENSMUSG00000100210,20,23
ENSMUSG00000100235,4,3
ENSMUSG00000100280,16,16
ENSMUSG00000100394,7,10
ENSMUSG00000100455,37,26
ENSMUSG00000100594,5,0
ENSMUSG00000100680,11,5
ENSMUSG00000100691,9,1
ENSMUSG00000100770,1,2
ENSMUSG00000100786,4,0
ENSMUSG00000100826,1,14
ENSMUSG00000100833,1,3
ENSMUSG00000100876,2,0
ENSMUSG00000100954,6,2
ENSMUSG00000100967,3,1
ENSMUSG00000100975,25,27
ENSMUSG00000101167,0,0
ENSMUSG00000101188,3,0
ENSMUSG00000101191,5,6
ENSMUSG00000101223,8,4
ENSMUSG00000101225,6,6
ENSMUSG00000101295,2,4
ENSMUSG00000101320,1,1
ENSMUSG00000101335,11,2
ENSMUSG00000101355,6,2
ENSMUSG00000101365,2,0
ENSMUSG00000101431,3,4
ENSMUSG00000101493,4,6
ENSMUSG00000101496,16,7
ENSMUSG00000101581,6,3
ENSMUSG00000101595,4,2
ENSMUSG00000101599,250,162
ENSMUSG00000101609,920,601
ENSMUSG00000101655,28,25
ENSMUSG00000101656,6,1
ENSMUSG00000101674,10,1
ENSMUSG00000101778,8,2
ENSMUSG00000101795,8,9
ENSMUSG00000101823,8,0
ENSMUSG00000101856,9,7
ENSMUSG00000101872,1,5
ENSMUSG00000101892,53,22
ENSMUSG00000101970,54,55
ENSMUSG00000101972,13,20
ENSMUSG00000102009,4,3
ENSMUSG00000102059,4,6
ENSMUSG00000102097,10,6
ENSMUSG00000102101,1,3
ENSMUSG00000102114,0,1
ENSMUSG00000102142,19,19
ENSMUSG00000102143,4,0
ENSMUSG00000102147,5,11
ENSMUSG00000102151,14,9
ENSMUSG00000102153,38,9
ENSMUSG00000102157,8,4
ENSMUSG00000102179,29,8
ENSMUSG00000102189,9,10
ENSMUSG00000102202,8,1
ENSMUSG00000102212,31,11
ENSMUSG00000102243,11,7
ENSMUSG00000102246,2,1
ENSMUSG00000102254,5,7
ENSMUSG00000102258,3,2
ENSMUSG00000102277,17,0
ENSMUSG00000102278,4,2
ENSMUSG00000102281,7,4
ENSMUSG00000102302,2,5
ENSMUSG00000102315,4,2
ENSMUSG00000102323,2,1
ENSMUSG00000102329,12,8
ENSMUSG00000102352,1,3
ENSMUSG00000102353,30,12
ENSMUSG00000102374,13,23
ENSMUSG00000102376,2,1
ENSMUSG00000102383,2,1
ENSMUSG00000102411,4,6
ENSMUSG00000102415,33,8
ENSMUSG00000102418,47,30
ENSMUSG00000102423,68,37
ENSMUSG00000102427,1,3
ENSMUSG00000102428,15,5
ENSMUSG00000102441,0,2
ENSMUSG00000102448,20,8
ENSMUSG00000102451,5,4
ENSMUSG00000102457,5,2
ENSMUSG00000102466,1,3
ENSMUSG00000102496,7,3
ENSMUSG00000102509,18,9
ENSMUSG00000102512,1,2
ENSMUSG00000102539,10,10
ENSMUSG00000102543,6,1
ENSMUSG00000102544,4,0
ENSMUSG00000102550,4,5
ENSMUSG00000102553,4,9
ENSMUSG00000102555,12,13
ENSMUSG00000102556,4,3
ENSMUSG00000102559,27,14
ENSMUSG00000102573,15,7
ENSMUSG00000102588,3,2
ENSMUSG00000102593,3,2
ENSMUSG00000102602,48,36
ENSMUSG00000102620,22,12
ENSMUSG00000102626,2,0
ENSMUSG00000102635,7,0
ENSMUSG00000102642,10,6
ENSMUSG00000102644,23,11
ENSMUSG00000102649,3,6
ENSMUSG00000102656,12,6
ENSMUSG00000102662,34,46
ENSMUSG00000102664,5,6
ENSMUSG00000102670,6,0
ENSMUSG00000102672,6,5
ENSMUSG00000102691,41,23
ENSMUSG00000102704,0,3
ENSMUSG00000102714,1,5
ENSMUSG00000102719,34,23
ENSMUSG00000102721,22,10
ENSMUSG00000102732,29,28
ENSMUSG00000102744,7,2
ENSMUSG00000102762,0,0
ENSMUSG00000102764,12,4
ENSMUSG00000102776,34,16
ENSMUSG00000102780,3,4
ENSMUSG00000102782,0,0
ENSMUSG00000102786,14,10
ENSMUSG00000102808,95,51
ENSMUSG00000102813,20,18
ENSMUSG00000102824,1,0
ENSMUSG00000102850,7,2
ENSMUSG00000102856,23,27
ENSMUSG00000102861,9,2
ENSMUSG00000102863,6,2
ENSMUSG00000102869,51,30
ENSMUSG00000102874,7,1
ENSMUSG00000102875,5,6
ENSMUSG00000102918,32,20
ENSMUSG00000102919,6,8
ENSMUSG00000102920,0,3
ENSMUSG00000102927,1,1
ENSMUSG00000102930,6,19
ENSMUSG00000102939,6,6
ENSMUSG00000102942,0,1
ENSMUSG00000102951,0,0
ENSMUSG00000102952,25,16
ENSMUSG00000102953,18,7
ENSMUSG00000102964,3,3
ENSMUSG00000102973,7,6
ENSMUSG00000102976,9,6
ENSMUSG00000102982,3,4
ENSMUSG00000103000,1,1
ENSMUSG00000103009,10,5
ENSMUSG00000103024,6,6
ENSMUSG00000103038,19,14
ENSMUSG00000103041,10,15
ENSMUSG00000103076,5,3
ENSMUSG00000103085,16,9
ENSMUSG00000103088,5,0
ENSMUSG00000103094,0,12
ENSMUSG00000103101,3,1
ENSMUSG00000103103,20,9
ENSMUSG00000103122,0,2
ENSMUSG00000103123,7,0
ENSMUSG00000103132,21,24
ENSMUSG00000103133,4,0
ENSMUSG00000103135,0,2
ENSMUSG00000103139,3,3
ENSMUSG00000103144,4,3
ENSMUSG00000103146,1,2
ENSMUSG00000103151,6,1
ENSMUSG00000103159,13,10
ENSMUSG00000103162,5,6
ENSMUSG00000103168,0,0
ENSMUSG00000103192,38,31
ENSMUSG00000103202,11,7
ENSMUSG00000103207,2,5
ENSMUSG00000103216,4,7
ENSMUSG00000103220,0,1
ENSMUSG00000103227,4,1
ENSMUSG00000103232,5,2
ENSMUSG00000103233,32,37
ENSMUSG00000103238,0,7
ENSMUSG00000103251,9,3
ENSMUSG00000103272,3,6
ENSMUSG00000103284,26,20
ENSMUSG00000103285,3,6
ENSMUSG00000103290,87,58
ENSMUSG00000103291,5,0
ENSMUSG00000103293,3,3
ENSMUSG00000103313,13,9
ENSMUSG00000103343,4,0
ENSMUSG00000103348,4,14
ENSMUSG00000103354,11,7
ENSMUSG00000103360,12,8
ENSMUSG00000103373,11,8
ENSMUSG00000103382,5,8
ENSMUSG00000103388,3,3
ENSMUSG00000103395,6,3
ENSMUSG00000103422,0,7
ENSMUSG00000103427,95,84
ENSMUSG00000103445,0,2
ENSMUSG00000103467,4,1
ENSMUSG00000103485,6,0
ENSMUSG00000103495,6,8
ENSMUSG00000103497,8,7
ENSMUSG00000103506,10,2
ENSMUSG00000103507,1,6
ENSMUSG00000103509,2,0
ENSMUSG00000103525,1,1
ENSMUSG00000103546,30,2
ENSMUSG00000103553,5,6
ENSMUSG00000103567,0,2
ENSMUSG00000103569,11,3
ENSMUSG00000103572,0,2
ENSMUSG00000103591,16,10
ENSMUSG00000103593,15,9
ENSMUSG00000103609,37,37
ENSMUSG00000103614,12,7
ENSMUSG00000103621,9,2
ENSMUSG00000103622,34,33
ENSMUSG00000103624,8,3
ENSMUSG00000103646,1,5
ENSMUSG00000103649,2,4
ENSMUSG00000103657,9,3
ENSMUSG00000103672,3,2
ENSMUSG00000103696,2,1
ENSMUSG00000103697,18,11
ENSMUSG00000103701,13,7
ENSMUSG00000103706,27,17
ENSMUSG00000103715,5,7
ENSMUSG00000103726,4,2
ENSMUSG00000103734,23,4
ENSMUSG00000103739,0,9
ENSMUSG00000103747,17,18
ENSMUSG00000103748,12,4
ENSMUSG00000103756,2,19
ENSMUSG00000103772,12,5
ENSMUSG00000103779,6,3
ENSMUSG00000103783,9,16
ENSMUSG00000103784,2,1
ENSMUSG00000103793,17,6
ENSMUSG00000103804,1,2
ENSMUSG00000103808,3,0
ENSMUSG00000103818,11,3
ENSMUSG00000103822,1,2
ENSMUSG00000103828,15,3
ENSMUSG00000103857,2,3
ENSMUSG00000103867,20,3
ENSMUSG00000103869,15,4
ENSMUSG00000103880,6,6
ENSMUSG00000103883,1,5
ENSMUSG00000103885,1,3
ENSMUSG00000103898,2,0
ENSMUSG00000103899,62,35
ENSMUSG00000103901,2,2
ENSMUSG00000103906,2,7
ENSMUSG00000103926,6,0
ENSMUSG00000103928,6,0
ENSMUSG00000103937,6,9
ENSMUSG00000103940,11,0
ENSMUSG00000103945,1,7
ENSMUSG00000103959,1,0
ENSMUSG00000103976,9,4
ENSMUSG00000103983,1,4
ENSMUSG00000103984,7,1
ENSMUSG00000103996,4,6
ENSMUSG00000104030,9,9
ENSMUSG00000104039,14,1
ENSMUSG00000104044,2,3
ENSMUSG00000104053,2,3
ENSMUSG00000104060,2,5
ENSMUSG00000104078,10,1
ENSMUSG00000104094,0,2
ENSMUSG00000104107,3,1
ENSMUSG00000104114,2,0
ENSMUSG00000104116,6,10
ENSMUSG00000104118,50,46
ENSMUSG00000104121,12,0
ENSMUSG00000104125,42,25
ENSMUSG00000104126,1,1
ENSMUSG00000104140,1,0
ENSMUSG00000104145,13,10
ENSMUSG00000104154,3,3
ENSMUSG00000104156,1,1
ENSMUSG00000104161,4,4
ENSMUSG00000104164,11,11
ENSMUSG00000104170,11,1
ENSMUSG00000104184,13,17
ENSMUSG00000104197,6,5
ENSMUSG00000104214,24,11
ENSMUSG00000104235,35,26
ENSMUSG00000104239,2,3
ENSMUSG00000104244,15,6
ENSMUSG00000104262,27,26
ENSMUSG00000104273,10,1
ENSMUSG00000104291,39,26
ENSMUSG00000104292,2,0
ENSMUSG00000104293,22,7
ENSMUSG00000104315,13,16
ENSMUSG00000104324,1,0
ENSMUSG00000104325,27,9
ENSMUSG00000104339,250,133
ENSMUSG00000104342,5,2
ENSMUSG00000104344,15,5
ENSMUSG00000104351,10,11
ENSMUSG00000104358,3,16
ENSMUSG00000104369,105,70
ENSMUSG00000104378,65,36
ENSMUSG00000104383,0,4
ENSMUSG00000104388,47,18
ENSMUSG00000104391,0,0
ENSMUSG00000104392,7,1
ENSMUSG00000104394,12,6
ENSMUSG00000104400,3,0
ENSMUSG00000104432,12,7
ENSMUSG00000104435,7,2
ENSMUSG00000104436,23,8
ENSMUSG00000104449,1,2
ENSMUSG00000104453,5,3
ENSMUSG00000104467,4,2
ENSMUSG00000104469,19,12
ENSMUSG00000104479,0,0
ENSMUSG00000104484,4,3
ENSMUSG00000104488,26,26
ENSMUSG00000104503,2,2
ENSMUSG00000104525,2,3
ENSMUSG00000104529,11,11
ENSMUSG00000104546,7,2
ENSMUSG00000104548,3,4
ENSMUSG00000104550,2,1
ENSMUSG00000104571,9,3
ENSMUSG00000104576,7,7
ENSMUSG00000104581,31,12
ENSMUSG00000104585,7,5
ENSMUSG00000104590,0,0
ENSMUSG00000104597,3,0
ENSMUSG00000104623,8,3
ENSMUSG00000104626,2,11
ENSMUSG00000104641,0,3
ENSMUSG00000104671,2,3
ENSMUSG00000104682,1,1
ENSMUSG00000104687,3,0
ENSMUSG00000104706,6,2
ENSMUSG00000104709,7,1
ENSMUSG00000104724,13,5
ENSMUSG00000104761,6,1
ENSMUSG00000104814,3,3
ENSMUSG00000104821,1,2
ENSMUSG00000104830,7,5
ENSMUSG00000104852,19,7
ENSMUSG00000104871,3,0
ENSMUSG00000104877,1,0
ENSMUSG00000104888,0,3
ENSMUSG00000104891,3,2
ENSMUSG00000104903,8,7
ENSMUSG00000104910,11,5
ENSMUSG00000104913,1,1
ENSMUSG00000104925,6,3
ENSMUSG00000104936,0,0
ENSMUSG00000104940,1,2
ENSMUSG00000104945,1,2
ENSMUSG00000104960,55,44
ENSMUSG00000104969,22,8
ENSMUSG00000104973,11,7
ENSMUSG00000104983,2,2
ENSMUSG00000105031,123,81
ENSMUSG00000105041,5,5
ENSMUSG00000105050,1,5
ENSMUSG00000105071,7,9
ENSMUSG00000105107,1,1
ENSMUSG00000105123,5,4
ENSMUSG00000105135,1,2
ENSMUSG00000105137,3,5
ENSMUSG00000105149,1,3
ENSMUSG00000105161,14,12
ENSMUSG00000105167,1,0
ENSMUSG00000105176,27,13
ENSMUSG00000105179,0,2
ENSMUSG00000105195,6,7
ENSMUSG00000105198,11,6
ENSMUSG00000105199,7,7
ENSMUSG00000105201,19,2
ENSMUSG00000105217,1,1
ENSMUSG00000105259,17,1
ENSMUSG00000105272,1,2
ENSMUSG00000105289,0,0
ENSMUSG00000105304,10,20
ENSMUSG00000105326,8,0
ENSMUSG00000105341,9,1
ENSMUSG00000105356,1,0
ENSMUSG00000105366,1,8
ENSMUSG00000105374,4,1
ENSMUSG00000105378,5,3
ENSMUSG00000105382,10,13
ENSMUSG00000105395,2,5
ENSMUSG00000105408,5,3
ENSMUSG00000105429,5,7
ENSMUSG00000105434,12,12
ENSMUSG00000105449,7,9
ENSMUSG00000105453,5,1
ENSMUSG00000105457,10,1
ENSMUSG00000105472,5,0
ENSMUSG00000105509,10,9
ENSMUSG00000105514,3,0
ENSMUSG00000105519,2,7
ENSMUSG00000105534,63,41
ENSMUSG00000105553,1,0
ENSMUSG00000105561,19,8
ENSMUSG00000105565,3,0
ENSMUSG00000105572,6,8
ENSMUSG00000105586,5,9
ENSMUSG00000105607,21,3
ENSMUSG00000105637,4,0
ENSMUSG00000105643,6,11
ENSMUSG00000105652,147,75
ENSMUSG00000105655,23,15
ENSMUSG00000105656,0,0
ENSMUSG00000105659,0,2
ENSMUSG00000105660,1,3
ENSMUSG00000105677,1,1
ENSMUSG00000105691,1,0
ENSMUSG00000105692,5,12
ENSMUSG00000105707,3,0
ENSMUSG00000105728,6,3
ENSMUSG00000105742,2,10
ENSMUSG00000105748,2,0
ENSMUSG00000105750,8,4
ENSMUSG00000105757,1,0
ENSMUSG00000105772,9,8
ENSMUSG00000105804,6,8
ENSMUSG00000105814,22,13
ENSMUSG00000105818,0,4
ENSMUSG00000105824,0,0
ENSMUSG00000105842,4,4
ENSMUSG00000105848,0,0
ENSMUSG00000105857,2,1
ENSMUSG00000105866,4,5
ENSMUSG00000105867,0,2
ENSMUSG00000105870,7,1
ENSMUSG00000105879,4,4
ENSMUSG00000105893,6,4
ENSMUSG00000105929,0,0
ENSMUSG00000105933,8,5
ENSMUSG00000105935,16,9
ENSMUSG00000105936,2,1
ENSMUSG00000105940,6,6
ENSMUSG00000105950,0,9
ENSMUSG00000105957,0,0
ENSMUSG00000105970,1,2
ENSMUSG00000105979,5,2
ENSMUSG00000105981,0,2
ENSMUSG00000105985,4,0
ENSMUSG00000105987,286,288
ENSMUSG00000106001,3,1
ENSMUSG00000106019,10,13
ENSMUSG00000106022,3,0
ENSMUSG00000106024,8,8
ENSMUSG00000106032,0,4
ENSMUSG00000106037,2,6
ENSMUSG00000106041,5,1
ENSMUSG00000106045,0,1
ENSMUSG00000106057,3,4
ENSMUSG00000106061,0,2
ENSMUSG00000106092,6,4
ENSMUSG00000106099,44,28
ENSMUSG00000106106,77084,78869
ENSMUSG00000106108,4,6
ENSMUSG00000106110,6,7
ENSMUSG00000106115,3,2
ENSMUSG00000106149,2,2
ENSMUSG00000106157,56,43
ENSMUSG00000106166,8,6
ENSMUSG00000106208,3,0
ENSMUSG00000106241,5,4
ENSMUSG00000106251,2,0
ENSMUSG00000106254,0,0
ENSMUSG00000106262,7,7
ENSMUSG00000106287,4,0
ENSMUSG00000106317,8,6
ENSMUSG00000106320,7,2
ENSMUSG00000106339,9,2
ENSMUSG00000106341,9,2
ENSMUSG00000106375,32,13
ENSMUSG00000106386,0,2
ENSMUSG00000106387,10,7
ENSMUSG00000106391,1,2
ENSMUSG00000106421,3,4
ENSMUSG00000106432,0,0
ENSMUSG00000106443,3,0
ENSMUSG00000106457,6,2
ENSMUSG00000106458,3,4
ENSMUSG00000106475,21,12
ENSMUSG00000106553,2,3
ENSMUSG00000106570,5,1
ENSMUSG00000106574,4,1
ENSMUSG00000106588,29,20
ENSMUSG00000106599,0,0
ENSMUSG00000106607,1,0
ENSMUSG00000106617,1,6
ENSMUSG00000106623,0,0
ENSMUSG00000106629,2,0
ENSMUSG00000106636,26,12
ENSMUSG00000106648,2,0
ENSMUSG00000106676,5,4
ENSMUSG00000106678,11,2
ENSMUSG00000106682,3,3
ENSMUSG00000106696,5,3
ENSMUSG00000106717,10,10
ENSMUSG00000106739,2,0
ENSMUSG00000106749,10,12
ENSMUSG00000106751,13,10
ENSMUSG00000106757,17,9
ENSMUSG00000106758,12,0
ENSMUSG00000106767,5,19
ENSMUSG00000106798,11,9
ENSMUSG00000106801,4,9
ENSMUSG00000106820,109,42
ENSMUSG00000106822,5,18
ENSMUSG00000106825,4,3
ENSMUSG00000106837,4,1
ENSMUSG00000106847,131,128
ENSMUSG00000106856,7,7
ENSMUSG00000106858,10,8
ENSMUSG00000106862,2,0
ENSMUSG00000106864,77,73
ENSMUSG00000106869,5,0
ENSMUSG00000106870,5,0
ENSMUSG00000106891,16,10
ENSMUSG00000106894,5,5
ENSMUSG00000106895,7,10
ENSMUSG00000106904,13,2
ENSMUSG00000106917,4,9
ENSMUSG00000106918,191,98
ENSMUSG00000106928,0,0
ENSMUSG00000106933,0,2
